398.6220095693782,195.62850307587144
398.6220095693782,222.28605604921393
392.4019138755982,258.7180451127819
391.5133287764868,281.8212576896787
390.6247436773755,296.92720437457274
387.0704032809298,312.9217361585782
375.5187969924814,321.8075871496924
353.304169514696,307.5902255639097
358.63568010936444,320.03041695146953
351.52699931647317,287.1527682843472
351.52699931647317,263.16097060833897
358.63568010936444,233.83766233766232
354.19275461380744,220.50888585099108
342.64114832535904,213.4002050580997
324.8694463431307,210.73444976076553
310.652084757348,219.62030075187965
303.54340396445673,232.06049213943948
291.1032125768969,248.05502392344494
282.2173615857828,264.9381408065618
271.5543403964458,282.70984278879007
262.6684894053317,296.92720437457274
254.67122351332887,313.8103212576896
258.22556390977456,332.47060833902935
269.77717019822296,345.79938482570054
284.88311688311705,356.4624060150375
305.3205741626796,374.2341079972658
323.98086124401925,393.782980177717
337.3096377306905,415.1090225563909
347.08407382091605,439.10082023239914
350.63841421736174,473.7556390977443
347.97265892002747,498.6360218728639
336.4210526315791,517.2963089542036
323.0922761449078,530.6250854408748
302.6548188653453,539.510936431989
285.7717019822285,539.510936431989
265.33424470266584,543.0652768284347
248.45112781954901,549.2853725222146
233.34518113465492,555.5054682159945
214.68489405331525,564.3913192071086
199.57894736842115,570.6114149008886
173.8099794941901,573.2771701982227
148.04101161995902,567.9456596035543
133.82365003417647,557.2826384142173
115.16336295283668,533.2908407382091
108.0546821599454,495.9702665755297
112.4976076555024,461.3154477101845
120.49487354750522,433.76930963773066
130.26930963773077,405.3345864661654
140.93233082706774,375.12269309637725
150.7067669172933,346.68796992481197
170.2556390977444,310.255980861244
184.47300068352706,285.37559808612434
201.356117566644,267.60389610389603
221.79357484620652,247.1664388243335
242.23103212576905,223.17464114832535
258.22556390977456,204.51435406698556
272.44292549555723,183.18831168831161
287.5488721804512,170.7481203007518
301.7662337662339,157.41934381408055
307.98632946001385,133.42754613807244
302.6548188653453,115.65584415584408
290.2146274777855,104.9928229665071
275.1086807928914,96.9955570745044
260.0027341079974,91.66404647983586
255.5598086124403,76.55809979494188
252.89405331510602,65.00649350649348
259.114149008886,51.67771701982224
272.44292549555723,49.90054682159939
288.43745727956264,49.90054682159939
299.1004784688996,53.45488721804509
312.42925495557085,59.67498291182494
324.8694463431307,67.67224880382764
332.8667122351334,74.78092959671903
339.97539302802477,81.00102529049889
349.7498291182503,88.10970608339028
358.63568010936444,101.43848257006141
371.07587149692426,114.76725905673266
379.0731373889271,127.20745044429248
385.29323308270693,137.87047163362945
390.6247436773755,150.31066302118927
395.0676691729325,164.52802460697194
399.5105946684896,175.1910457963089
